payment_id,ride_id,amount,payment_mode,payment_status,transaction_id,timestamp,wallet_used,cashback_applied
PAY0005373,RID0006061,150.84,Credit Card,Failed,TXN496216592425,2025-08-11 11:58:41,0,
PAY0005374,RID0006062,40.62,Credit Card,Success,TXN500883584131,2025-01-19 14:47:51,0,
PAY0005375,RID0006063,38.99,Credit Card,Success,TXN864487939147,2024-08-25 12:33:06,0,
PAY0005376,RID0006065,60.93,Cash,Success,,2026-06-20 02:20:18,0,
PAY0005377,RID0006066,46.94,Debit Card,Refunded,TXN728741519266,2024-07-04 20:49:02,0,
PAY0005378,RID0006067,225.29,Debit Card,Success,TXN202890188738,2024-05-13 11:04:36,0,
PAY0005379,RID0006069,76.36,Cash,Refunded,,2024-10-13 02:53:16,0,
PAY0005380,RID0006070,97.49,Credit Card,Refunded,TXN634531031759,2026-01-09 14:38:22,0,
PAY0005381,RID0006071,79.47,Cash,Success,,2025-03-02 16:59:11,0,
PAY0005382,RID0006072,75.42,Cash,Refunded,,2024-03-09 04:04:59,0,
PAY0005383,RID0006073,40.61,Debit Card,Refunded,TXN495353707580,2025-11-05 22:16:10,0,
PAY0005384,RID0006074,124.24,Cash,Success,,2024-05-11 07:50:12,0,
PAY0005385,RID0006075,224.04,Credit Card,Success,TXN647281491554,2025-12-02 07:15:15,0,
PAY0005386,RID0006076,16.8,UPI,Failed,TXN167656518894,2026-04-06 16:34:26,0,
PAY0005387,RID0006078,62.75,Wallet,Refunded,TXN740392239884,2025-07-22 19:46:04,1,
PAY0005388,RID0006079,83.38,Wallet,Refunded,TXN330993263837,2024-02-29 09:01:03,1,
PAY0005389,RID0006080,108.72,Cash,Failed,,2024-03-26 17:16:51,0,
PAY0005390,RID0006081,100.2,Credit Card,Success,TXN372149916897,2025-01-28 09:00:26,0,
PAY0005391,RID0006082,78.41,Debit Card,Success,TXN229535459221,2026-03-02 03:29:38,0,
PAY0005392,RID0006083,33.3,UPI,Success,TXN948965080566,2024-11-22 18:13:22,0,
PAY0005393,RID0006084,101.52,Debit Card,Success,TXN499546280803,2026-06-23 22:39:51,0,
PAY0005394,RID0006088,101.52,Wallet,Failed,TXN596904598629,2024-01-10 08:24:54,1,
PAY0005395,RID0006089,83.76,Debit Card,Success,TXN720252290574,2024-04-16 15:14:14,0,
PAY0005396,RID0006090,64.51,UPI,Success,TXN755837820873,2025-08-15 18:09:53,0,
PAY0005397,RID0006091,168.24,UPI,Success,TXN114595049042,2025-03-20 08:05:25,0,
PAY0005398,RID0006092,65.16,Cash,Success,,2025-12-13 22:41:19,0,
PAY0005399,RID0006095,220.46,Debit Card,Failed,TXN779950701932,2025-04-03 22:01:18,0,
PAY0005400,RID0006096,199.4,UPI,Success,TXN629794201412,2026-03-11 02:13:31,0,
PAY0005401,RID0006097,231.9,Credit Card,Success,TXN973657155588,2024-12-31 06:04:25,0,
PAY0005402,RID0006098,193.86,UPI,Success,TXN461192808375,2025-09-03 12:02:48,0,6.47
PAY0005403,RID0006100,92.9,Wallet,Success,TXN300756781689,2026-04-08 13:00:19,1,
PAY0005404,RID0006102,78.66,Wallet,Failed,TXN564597219474,2024-07-15 09:28:46,1,
PAY0005405,RID0006103,90.72,Wallet,Failed,TXN279160063084,2025-06-30 21:04:57,1,
PAY0005406,RID0006104,156.38,Cash,Success,,2025-02-23 06:30:02,0,
PAY0005407,RID0006105,148.5,Wallet,Success,TXN701705546731,2024-06-20 18:21:17,1,
PAY0005408,RID0006106,71.28,Wallet,Success,TXN752919460814,2024-08-14 16:30:56,1,
PAY0005409,RID0006107,68.08,Debit Card,Success,TXN636984037420,2024-05-12 21:46:53,0,
PAY0005410,RID0006108,82.68,Wallet,Success,TXN727569401838,2024-03-01 21:50:31,1,
PAY0005411,RID0006109,25.56,Wallet,Failed,TXN255364588692,2025-08-28 02:54:17,1,
PAY0005412,RID0006110,282.86,UPI,Failed,TXN343677509102,2024-08-10 23:35:15,0,
PAY0005413,RID0006111,8.54,Debit Card,Success,TXN793291750878,2026-01-08 07:19:05,0,
PAY0005414,RID0006112,80.62,Wallet,Success,TXN388882467076,2024-03-19 17:22:05,1,
PAY0005415,RID0006113,87.3,Credit Card,Success,TXN618493264991,2025-12-10 00:24:44,0,
PAY0005416,RID0006114,152.68,Debit Card,Success,TXN373903026810,2025-11-16 12:34:38,0,
PAY0005417,RID0006115,88.68,UPI,Refunded,TXN202535309527,2024-09-26 11:58:11,0,
PAY0005418,RID0006116,47.04,Wallet,Success,TXN538196069103,2025-11-10 06:03:23,1,
PAY0005419,RID0006117,121.08,Cash,Success,,2024-06-25 03:03:15,0,
PAY0005420,RID0006118,66.36,Credit Card,Success,TXN203422366726,2024-11-25 04:07:27,0,
PAY0005421,RID0006119,40.34,Wallet,Success,TXN308996765364,2025-06-20 20:57:14,1,
PAY0005422,RID0006120,150.0,Wallet,Success,TXN132496224314,2025-09-06 04:51:46,1,
PAY0005423,RID0006121,96.78,Debit Card,Success,TXN278550342356,2025-08-03 16:47:46,0,
PAY0005424,RID0006123,52.68,Debit Card,Success,TXN646188131783,2025-10-27 15:10:19,0,
PAY0005425,RID0006124,45.11,UPI,Success,TXN704122117256,2024-02-09 00:02:57,0,
PAY0005426,RID0006125,192.67,Credit Card,Success,TXN295658251339,2025-02-21 17:31:02,0,18.05
PAY0005427,RID0006126,127.62,Debit Card,Success,TXN587526513348,2025-04-08 14:09:11,0,
PAY0005428,RID0006127,151.5,Wallet,Success,TXN788966371872,2025-02-18 23:22:39,1,
PAY0005429,RID0006128,41.64,UPI,Success,TXN534900118173,2026-04-20 16:34:32,0,
PAY0005430,RID0006129,45.58,Cash,Refunded,,2025-08-16 14:54:08,0,
PAY0005431,RID0006130,47.52,Credit Card,Success,TXN923388091927,2025-04-09 15:52:47,0,
PAY0005432,RID0006131,71.28,Cash,Success,,2024-05-09 19:51:25,0,
PAY0005433,RID0006132,0.92,UPI,Success,TXN252720134434,2025-10-13 23:37:35,0,
PAY0005434,RID0006134,179.1,Debit Card,Success,TXN791112428969,2026-05-17 02:52:22,0,
PAY0005435,RID0006135,47.9,UPI,Success,TXN622977980455,2026-02-12 05:21:37,0,
PAY0005436,RID0006136,20.62,Credit Card,Success,TXN499899513947,2026-06-12 09:37:34,0,
PAY0005437,RID0006137,73.14,Wallet,Refunded,TXN453024376046,2024-06-05 02:11:39,1,
PAY0005438,RID0006138,112.36,Debit Card,Refunded,TXN226340951581,2026-03-02 12:14:00,0,
PAY0005439,RID0006139,52.02,Debit Card,Refunded,TXN799811333183,2025-11-28 14:21:42,0,
PAY0005440,RID0006140,17.76,Credit Card,Failed,TXN782803902849,2025-04-07 08:19:21,0,
PAY0005441,RID0006141,67.68,Credit Card,Failed,TXN612841426852,2026-02-07 16:18:19,0,
PAY0005442,RID0006142,108.0,UPI,Success,TXN187049808271,2025-12-31 02:22:12,0,
PAY0005443,RID0006143,289.2,UPI,Failed,TXN308439613698,2025-07-11 13:12:35,0,
PAY0005444,RID0006144,62.64,Credit Card,Refunded,TXN166375899227,2024-10-30 22:33:38,0,
PAY0005445,RID0006145,166.28,Credit Card,Success,TXN170337716468,2025-10-15 10:13:27,0,
PAY0005446,RID0006146,105.41,Credit Card,Success,TXN799350645278,2025-04-15 08:24:27,0,
PAY0005447,RID0006147,59.06,Debit Card,Success,TXN384752522344,2024-09-05 23:01:56,0,
PAY0005448,RID0006149,50.4,Wallet,Refunded,TXN800330392460,2026-05-18 09:30:47,1,
PAY0005449,RID0006150,59.85,Cash,Success,,2025-01-26 14:15:55,0,
PAY0005450,RID0006152,72.96,Credit Card,Success,TXN333722404904,2026-01-01 17:53:39,0,6.13
PAY0005451,RID0006153,105.9,Wallet,Success,TXN421579562315,2025-11-24 22:19:33,1,
PAY0005452,RID0006154,116.2,Cash,Failed,,2024-07-08 03:10:19,0,
PAY0005453,RID0006155,33.72,Credit Card,Refunded,TXN265750018971,2026-06-14 07:36:07,0,
PAY0005454,RID0006156,73.73,Debit Card,Success,TXN340450937889,2026-06-04 17:56:33,0,
PAY0005455,RID0006157,32.15,Wallet,Success,TXN925744411652,2026-05-13 07:15:43,1,
PAY0005456,RID0006158,64.92,Cash,Success,,2024-11-22 06:26:03,0,
PAY0005457,RID0006159,112.78,Wallet,Success,TXN936386672240,2025-02-10 01:43:29,1,
PAY0005458,RID0006160,114.12,Credit Card,Success,TXN735444805791,2025-09-17 15:37:12,0,
PAY0005459,RID0006161,109.16,Cash,Success,,2025-02-23 00:42:38,0,
PAY0005460,RID0006162,109.62,Credit Card,Refunded,TXN704127806332,2025-09-07 11:04:16,0,
PAY0005461,RID0006163,84.82,Wallet,Failed,TXN971301471081,2025-10-29 03:42:56,1,
PAY0005462,RID0006164,58.08,Wallet,Failed,TXN598800937619,2025-12-23 16:11:41,1,
PAY0005463,RID0006165,34.65,Debit Card,Success,TXN346890954001,2024-07-12 22:14:22,0,
PAY0005464,RID0006166,103.9,Credit Card,Success,TXN272883271839,2024-09-03 12:53:49,0,
PAY0005465,RID0006167,52.92,Wallet,Refunded,TXN452367824735,2026-04-17 22:10:23,1,
PAY0005466,RID0006168,109.62,UPI,Success,TXN937322864829,2026-06-09 05:45:36,0,
PAY0005467,RID0006169,104.64,UPI,Success,TXN790860379177,2024-03-22 23:13:00,0,
PAY0005468,RID0006170,128.04,Wallet,Success,TXN624365160668,2025-02-16 12:49:18,1,
PAY0005469,RID0006172,83.28,Cash,Refunded,,2024-04-03 18:51:00,0,
PAY0005470,RID0006173,35.28,Cash,Success,,2025-11-30 20:14:33,0,
PAY0005471,RID0006174,79.47,Debit Card,Refunded,TXN406335183644,2026-02-16 12:09:51,0,
PAY0005472,RID0006175,121.8,UPI,Success,TXN378849797018,2025-11-16 03:22:55,0,
PAY0005473,RID0006176,42.84,UPI,Success,TXN179874298793,2026-07-19 00:13:19,0,
PAY0005474,RID0006177,25.14,UPI,Success,TXN129712196483,2025-10-08 08:38:14,0,1.65
PAY0005475,RID0006178,56.52,Debit Card,Success,TXN135246123627,2025-06-06 22:08:41,0,
PAY0005476,RID0006179,60.62,Debit Card,Failed,TXN992055323893,2026-02-18 20:17:04,0,
PAY0005477,RID0006181,114.6,Cash,Failed,,2025-11-15 09:40:57,0,
PAY0005478,RID0006182,54.3,Debit Card,Success,TXN424075600722,2024-10-24 20:16:01,0,
PAY0005479,RID0006183,41.5,Debit Card,Success,TXN805967138837,2026-03-18 22:38:48,0,
PAY0005480,RID0006184,98.0,Cash,Failed,,2025-04-21 13:48:10,0,
PAY0005481,RID0006185,52.44,UPI,Failed,TXN592474233085,2024-06-29 06:32:42,0,
PAY0005482,RID0006186,77.52,Wallet,Success,TXN191123091729,2024-11-03 04:48:12,1,
PAY0005483,RID0006187,99.65,Credit Card,Failed,TXN759792316631,2024-09-26 21:52:25,0,
PAY0005484,RID0006188,31.74,Cash,Refunded,,2024-11-17 21:22:21,0,
PAY0005485,RID0006189,110.16,Wallet,Success,TXN878495801050,2024-01-24 17:34:59,1,5.96
PAY0005486,RID0006190,46.68,UPI,Success,TXN721614011218,2026-06-18 19:34:38,0,1.56
PAY0005487,RID0006191,55.68,Debit Card,Success,TXN820553190120,2025-04-09 06:52:47,0,
PAY0005488,RID0006192,71.52,Credit Card,Refunded,TXN221117497780,2024-12-11 13:19:49,0,
PAY0005489,RID0006193,111.42,Wallet,Success,TXN548704770728,2025-05-17 14:57:07,1,
PAY0005490,RID0006194,155.23,Debit Card,Success,TXN415207732791,2024-06-27 23:30:02,0,5.5
PAY0005491,RID0006195,107.76,Credit Card,Success,TXN709882134109,2026-04-26 08:49:36,0,
PAY0005492,RID0006196,80.03,Cash,Success,,2026-03-14 17:05:41,0,
PAY0005493,RID0006197,86.16,Wallet,Success,TXN278398140229,2024-03-06 01:29:37,1,
PAY0005494,RID0006198,59.04,UPI,Success,TXN541078563443,2024-07-18 17:25:40,0,
PAY0005495,RID0006199,104.64,Wallet,Success,TXN329212144836,2025-08-09 20:37:18,1,
PAY0005496,RID0006200,51.33,Wallet,Success,TXN721699157344,2025-01-13 02:16:12,1,
PAY0005497,RID0006201,42.84,Debit Card,Success,TXN457299903025,2026-06-23 16:40:45,0,
PAY0005498,RID0006202,79.68,UPI,Refunded,TXN544755801009,2024-11-18 20:00:06,0,
PAY0005499,RID0006203,122.64,Debit Card,Failed,TXN809883704295,2026-01-21 06:19:43,0,
PAY0005500,RID0006204,97.68,UPI,Success,TXN469796631789,2025-08-05 08:09:28,0,
PAY0005501,RID0006205,19.71,Credit Card,Success,TXN648888162672,2024-06-25 06:43:21,0,1.84
PAY0005502,RID0006206,340.2,Debit Card,Success,TXN535862156320,2024-06-02 02:49:18,0,27.63
PAY0005503,RID0006207,5.7,Debit Card,Success,TXN849505129065,2024-01-23 14:10:42,0,
PAY0005504,RID0006208,49.97,Cash,Success,,2026-06-07 09:08:14,0,
PAY0005505,RID0006209,10.1,Wallet,Success,TXN797220841636,2024-04-03 12:22:59,1,
PAY0005506,RID0006210,39.98,Cash,Success,,2025-09-03 08:45:20,0,
PAY0005507,RID0006211,79.94,Credit Card,Success,TXN995516791231,2025-10-19 00:22:10,0,
PAY0005508,RID0006212,235.15,Debit Card,Success,TXN284781583567,2025-04-27 10:24:08,0,
PAY0005509,RID0006214,407.4,UPI,Refunded,TXN997497020280,2025-12-09 13:45:58,0,
PAY0005510,RID0006215,95.24,Wallet,Success,TXN515254879667,2024-06-23 18:48:58,1,
PAY0005511,RID0006216,24.3,Credit Card,Failed,TXN656721361542,2026-03-09 01:00:06,0,
PAY0005512,RID0006217,206.83,Cash,Failed,,2024-09-28 20:03:36,0,
PAY0005513,RID0006218,340.24,Cash,Success,,2025-04-30 19:21:03,0,
PAY0005514,RID0006219,69.28,Cash,Success,,2024-05-13 20:44:11,0,
PAY0005515,RID0006220,40.2,Wallet,Success,TXN354286135440,2024-09-06 23:47:02,1,
PAY0005516,RID0006221,48.72,Debit Card,Success,TXN475242243363,2026-01-07 10:34:16,0,
PAY0005517,RID0006222,224.14,Debit Card,Success,TXN541089657973,2026-01-25 18:35:38,0,
PAY0005518,RID0006223,52.56,Cash,Refunded,,2025-12-24 11:14:43,0,
PAY0005519,RID0006224,44.75,Debit Card,Success,TXN513391541486,2025-09-13 20:07:42,0,
PAY0005520,RID0006225,49.45,Debit Card,Refunded,TXN783757148353,2024-11-04 16:44:24,0,
PAY0005521,RID0006226,21.84,Credit Card,Refunded,TXN226422860754,2024-05-03 05:40:13,0,
PAY0005522,RID0006228,107.76,Cash,Failed,,2026-02-22 00:52:33,0,
PAY0005523,RID0006229,122.8,Cash,Refunded,,2026-05-29 23:30:49,0,
PAY0005524,RID0006231,51.12,Credit Card,Success,TXN350161398928,2025-05-28 00:36:51,0,
PAY0005525,RID0006232,63.48,Credit Card,Success,TXN483357874995,2024-03-23 04:21:42,0,
PAY0005526,RID0006233,41.82,UPI,Failed,TXN986288945939,2026-05-09 08:10:51,0,
PAY0005527,RID0006234,143.82,Credit Card,Success,TXN600901031271,2024-03-22 05:40:09,0,
PAY0005528,RID0006235,106.12,Debit Card,Success,TXN608658101956,2025-07-27 16:05:27,0,
PAY0005529,RID0006236,238.44,Debit Card,Refunded,TXN915628034490,2025-10-17 03:12:42,0,
PAY0005530,RID0006237,26.34,Debit Card,Success,TXN419315629531,2025-12-23 12:00:11,0,
PAY0005531,RID0006238,53.42,Debit Card,Failed,TXN393025494845,2024-08-13 02:00:08,0,
PAY0005532,RID0006239,31.92,Debit Card,Refunded,TXN465773713401,2026-03-01 10:24:11,0,
PAY0005533,RID0006240,66.12,Credit Card,Success,TXN628977540812,2025-11-10 02:27:34,0,
PAY0005534,RID0006241,51.36,Wallet,Success,TXN954095983948,2025-01-17 07:04:06,1,
PAY0005535,RID0006243,106.32,UPI,Success,TXN703826221952,2026-06-14 19:55:38,0,5.34
PAY0005536,RID0006244,91.2,UPI,Failed,TXN396313175588,2025-07-19 14:42:03,0,
PAY0005537,RID0006245,43.8,Debit Card,Refunded,TXN296427601730,2024-04-10 23:28:44,0,
PAY0005538,RID0006246,37.53,UPI,Success,TXN102742722529,2024-07-06 19:28:25,0,
PAY0005539,RID0006247,64.32,Wallet,Success,TXN941342293834,2024-11-11 07:07:27,1,
PAY0005540,RID0006249,134.33,UPI,Refunded,TXN425552396542,2025-02-24 16:01:58,0,
PAY0005541,RID0006251,37.68,Credit Card,Failed,TXN449752512111,2026-03-07 13:44:38,0,
PAY0005542,RID0006252,50.33,Credit Card,Success,TXN138405721533,2025-07-17 04:08:06,0,
PAY0005543,RID0006253,83.54,Credit Card,Success,TXN161271921509,2026-04-27 02:44:05,0,
PAY0005544,RID0006254,119.72,Credit Card,Failed,TXN243413036461,2025-07-31 15:24:37,0,
PAY0005545,RID0006255,117.84,Debit Card,Success,TXN597883240135,2026-04-17 02:02:31,0,3.1
PAY0005546,RID0006256,39.66,Wallet,Success,TXN984913463682,2026-04-19 15:40:58,1,
PAY0005547,RID0006257,169.64,Debit Card,Success,TXN119237822867,2025-12-28 08:49:57,0,16.83
PAY0005548,RID0006259,75.36,Cash,Success,,2025-06-17 22:58:46,0,
PAY0005549,RID0006260,81.48,Credit Card,Success,TXN502241527206,2024-02-20 01:23:36,0,
PAY0005550,RID0006261,43.11,Credit Card,Success,TXN170618833480,2025-10-12 06:36:32,0,3.08
PAY0005551,RID0006262,158.76,UPI,Success,TXN178679518893,2025-08-04 22:09:28,0,
PAY0005552,RID0006263,50.33,Wallet,Refunded,TXN958324486082,2024-03-19 02:53:57,1,
PAY0005553,RID0006264,54.36,Wallet,Success,TXN341926746898,2026-05-26 15:56:05,1,
PAY0005554,RID0006265,102.6,Debit Card,Success,TXN721027064880,2024-08-27 19:49:45,0,
PAY0005555,RID0006266,35.12,Credit Card,Success,TXN953131460930,2024-03-26 03:06:43,0,
PAY0005556,RID0006267,110.54,UPI,Failed,TXN876251023639,2024-12-08 18:49:19,0,
PAY0005557,RID0006268,72.65,Cash,Success,,2025-05-12 23:27:26,0,
PAY0005558,RID0006269,41.52,Wallet,Success,TXN342036081834,2025-11-28 00:15:23,1,
PAY0005559,RID0006270,59.72,Cash,Success,,2025-02-08 01:42:13,0,
PAY0005560,RID0006271,39.6,Debit Card,Success,TXN826291912573,2024-01-06 23:31:30,0,
PAY0005561,RID0006272,83.81,Wallet,Refunded,TXN297254947285,2025-05-10 00:16:21,1,
PAY0005562,RID0006273,61.92,Wallet,Success,TXN152911747039,2025-07-05 08:01:19,1,
PAY0005563,RID0006274,68.34,Credit Card,Success,TXN507244866217,2025-09-29 04:48:25,0,3.91
PAY0005564,RID0006275,135.84,UPI,Refunded,TXN670468859900,2026-01-10 00:33:01,0,
PAY0005565,RID0006276,7.12,Cash,Failed,,2025-02-01 05:37:49,0,
PAY0005566,RID0006277,56.81,UPI,Success,TXN183150988558,2024-10-25 09:14:34,0,
PAY0005567,RID0006278,149.04,UPI,Failed,TXN750111709933,2024-10-05 01:05:01,0,
PAY0005568,RID0006279,416.1,Wallet,Success,TXN614136771054,2024-04-20 20:12:54,1,
PAY0005569,RID0006280,34.38,Credit Card,Failed,TXN849625266319,2025-07-09 12:15:29,0,
PAY0005570,RID0006281,64.35,Debit Card,Failed,TXN764510698565,2026-06-22 17:10:09,0,
PAY0005571,RID0006282,71.28,Credit Card,Success,TXN435503444010,2025-09-24 22:51:14,0,
PAY0005572,RID0006283,56.59,Credit Card,Success,TXN482675604971,2025-12-29 18:23:21,0,
PAY0005573,RID0006284,251.58,Cash,Success,,2025-04-16 21:33:19,0,
PAY0005574,RID0006285,91.2,Debit Card,Success,TXN245543426741,2024-03-24 06:31:08,0,3.56
PAY0005575,RID0006286,113.22,UPI,Success,TXN116970942778,2026-06-06 19:59:42,0,
PAY0005576,RID0006287,49.57,Cash,Success,,2024-02-11 18:08:18,0,
PAY0005577,RID0006288,31.25,Wallet,Success,TXN262087537467,2026-05-18 05:02:39,1,
PAY0005578,RID0006289,6.56,Wallet,Failed,TXN299230855846,2026-04-23 19:12:22,1,
PAY0005579,RID0006290,60.84,Debit Card,Refunded,TXN314877571866,2024-05-03 11:59:24,0,
PAY0005580,RID0006291,265.32,Cash,Success,,2025-02-10 19:24:19,0,
PAY0005581,RID0006293,158.51,Wallet,Refunded,TXN865838493831,2024-03-10 05:42:32,1,
PAY0005582,RID0006294,108.02,Cash,Success,,2024-03-13 04:11:59,0,
PAY0005583,RID0006295,95.4,Credit Card,Refunded,TXN519238131616,2025-06-14 20:28:17,0,
PAY0005584,RID0006296,103.56,Wallet,Success,TXN202658855995,2025-10-01 02:27:03,1,
PAY0005585,RID0006297,58.44,Cash,Success,,2025-06-18 23:47:36,0,
PAY0005586,RID0006298,35.34,Credit Card,Refunded,TXN501984101106,2024-05-19 18:03:26,0,
PAY0005587,RID0006299,107.64,Cash,Success,,2025-11-07 02:56:29,0,
PAY0005588,RID0006300,117.18,Credit Card,Success,TXN983369847288,2024-02-26 22:11:43,0,
PAY0005589,RID0006301,97.92,Cash,Success,,2025-01-03 00:51:55,0,
PAY0005590,RID0006302,197.64,Credit Card,Success,TXN886119031320,2024-06-18 18:02:58,0,10.9
PAY0005591,RID0006303,30.12,Debit Card,Refunded,TXN950861492404,2024-09-07 11:35:28,0,
PAY0005592,RID0006306,32.52,UPI,Success,TXN622642732606,2024-01-01 15:31:00,0,
PAY0005593,RID0006307,75.66,Wallet,Refunded,TXN491648203850,2026-02-03 12:17:12,1,
PAY0005594,RID0006308,45.18,Debit Card,Success,TXN605129196924,2024-03-09 06:57:54,0,
PAY0005595,RID0006309,7.22,Wallet,Failed,TXN241602045909,2026-04-24 16:04:02,1,
PAY0005596,RID0006310,145.98,Credit Card,Refunded,TXN822482306444,2026-05-15 07:34:54,0,
PAY0005597,RID0006311,78.0,Debit Card,Success,TXN570779169823,2024-09-19 00:44:03,0,
PAY0005598,RID0006312,53.76,Wallet,Success,TXN267341442224,2026-01-03 14:26:05,1,
PAY0005599,RID0006313,72.14,Debit Card,Refunded,TXN864439320114,2026-02-26 19:51:33,0,
PAY0005600,RID0006314,102.72,UPI,Failed,TXN820388574008,2026-03-08 11:46:57,0,
PAY0005601,RID0006315,110.16,Credit Card,Success,TXN905347533412,2025-10-09 05:04:08,0,
PAY0005602,RID0006316,68.07,Wallet,Success,TXN308204421959,2025-08-09 06:02:37,1,
PAY0005603,RID0006318,366.6,Wallet,Failed,TXN680806299142,2024-06-09 14:50:15,1,
PAY0005604,RID0006319,74.11,Credit Card,Success,TXN404112736442,2024-03-03 05:12:33,0,
PAY0005605,RID0006320,165.55,Cash,Success,,2025-11-19 17:55:07,0,
PAY0005606,RID0006322,25.14,Cash,Success,,2025-01-07 19:39:16,0,
PAY0005607,RID0006323,71.86,UPI,Refunded,TXN960005977013,2024-09-14 18:55:22,0,
PAY0005608,RID0006324,7.47,Cash,Failed,,2024-07-29 16:49:11,0,
PAY0005609,RID0006325,263.72,Wallet,Success,TXN296064219086,2025-04-28 09:38:03,1,
PAY0005610,RID0006326,29.81,Cash,Success,,2026-07-08 03:16:50,0,
PAY0005611,RID0006328,72.52,Wallet,Failed,TXN385762763157,2024-10-20 13:20:00,1,
PAY0005612,RID0006329,69.0,Cash,Refunded,,2025-12-14 16:58:46,0,
PAY0005613,RID0006330,90.48,Credit Card,Refunded,TXN743756650846,2024-01-23 05:05:51,0,
PAY0005614,RID0006331,84.36,Credit Card,Success,TXN864710447750,2025-09-09 14:22:37,0,
PAY0005615,RID0006332,41.71,Credit Card,Success,TXN545567469430,2026-05-04 09:39:22,0,2.45
PAY0005616,RID0006333,81.3,Debit Card,Success,TXN119785737752,2025-05-13 10:49:22,0,
PAY0005617,RID0006334,32.64,Cash,Refunded,,2024-07-06 00:26:57,0,
PAY0005618,RID0006335,93.0,Credit Card,Refunded,TXN461763288922,2025-11-25 12:42:43,0,
PAY0005619,RID0006336,129.0,Credit Card,Success,TXN897735225373,2026-04-16 09:33:43,0,
PAY0005620,RID0006337,145.29,Credit Card,Failed,TXN311068157825,2025-02-20 12:56:03,0,
PAY0005621,RID0006338,98.52,Cash,Refunded,,2024-04-03 02:06:28,0,
PAY0005622,RID0006339,32.69,Debit Card,Success,TXN673537099277,2025-12-08 16:37:45,0,
PAY0005623,RID0006340,161.1,Wallet,Failed,TXN617817475469,2025-06-27 19:52:27,1,
PAY0005624,RID0006341,77.47,Cash,Failed,,2024-11-04 20:53:41,0,
PAY0005625,RID0006342,166.32,UPI,Success,TXN428918703841,2024-04-14 01:49:35,0,
PAY0005626,RID0006343,57.36,Cash,Success,,2025-08-20 02:26:50,0,
PAY0005627,RID0006344,110.64,UPI,Success,TXN438276334495,2025-01-30 07:39:09,0,
PAY0005628,RID0006345,45.65,Credit Card,Success,TXN839845341932,2026-06-29 16:04:09,0,
PAY0005629,RID0006346,141.17,UPI,Success,TXN540269921719,2026-04-01 06:59:32,0,
PAY0005630,RID0006347,76.84,UPI,Success,TXN569822079896,2025-02-11 19:14:02,0,
PAY0005631,RID0006348,133.2,Debit Card,Success,TXN874809045576,2025-05-07 10:35:52,0,
PAY0005632,RID0006349,89.82,Debit Card,Success,TXN148734489459,2024-12-26 03:45:03,0,
PAY0005633,RID0006350,98.06,Cash,Success,,2025-11-13 18:25:06,0,
PAY0005634,RID0006351,77.11,Cash,Success,,2024-04-30 10:06:38,0,
PAY0005635,RID0006352,11.37,Credit Card,Success,TXN187767188360,2025-04-10 12:52:31,0,
PAY0005636,RID0006354,27.72,Wallet,Success,TXN553240518987,2025-10-13 07:44:55,1,
PAY0005637,RID0006355,120.36,Credit Card,Failed,TXN601098733316,2026-01-20 04:42:34,0,
PAY0005638,RID0006358,122.58,Debit Card,Success,TXN874584109438,2025-02-08 00:26:05,0,
PAY0005639,RID0006359,36.74,Credit Card,Success,TXN105194640643,2025-01-13 13:10:41,0,
PAY0005640,RID0006360,156.53,Cash,Success,,2026-04-20 09:19:14,0,
PAY0005641,RID0006361,123.48,Credit Card,Success,TXN103432975662,2024-11-24 07:42:42,0,
PAY0005642,RID0006362,39.9,Wallet,Success,TXN933820973675,2025-12-03 01:14:14,1,
PAY0005643,RID0006363,36.9,UPI,Success,TXN455229448827,2024-11-18 06:57:08,0,
PAY0005644,RID0006364,75.84,Wallet,Success,TXN217158150397,2025-09-10 05:54:38,1,
PAY0005645,RID0006365,97.68,Cash,Success,,2025-03-22 22:27:25,0,
PAY0005646,RID0006366,136.92,Credit Card,Success,TXN877782163749,2024-01-28 13:26:16,0,
PAY0005647,RID0006367,33.36,Debit Card,Success,TXN764391803622,2024-01-01 18:26:06,0,2.39
PAY0005648,RID0006370,118.2,Debit Card,Success,TXN582838873510,2025-12-22 02:18:29,0,
PAY0005649,RID0006371,85.32,Cash,Success,,2025-05-30 20:52:11,0,
PAY0005650,RID0006372,52.92,Debit Card,Success,TXN588991237150,2025-10-22 00:29:24,0,
PAY0005651,RID0006373,83.66,Debit Card,Success,TXN182136994168,2026-02-26 02:05:58,0,
PAY0005652,RID0006374,128.56,Credit Card,Success,TXN946236133086,2025-11-07 07:49:10,0,
PAY0005653,RID0006376,54.29,Credit Card,Success,TXN662209157828,2025-12-29 01:55:34,0,
PAY0005654,RID0006377,119.24,UPI,Success,TXN257211532627,2024-08-03 10:20:38,0,5.8
PAY0005655,RID0006378,87.5,Cash,Failed,,2026-03-29 01:01:32,0,
PAY0005656,RID0006379,64.44,Debit Card,Success,TXN166262403004,2025-10-03 00:31:27,0,
PAY0005657,RID0006381,81.84,Cash,Success,,2024-04-23 05:20:07,0,
PAY0005658,RID0006382,227.58,Debit Card,Refunded,TXN963109058561,2026-01-14 11:09:19,0,
PAY0005659,RID0006383,88.85,Wallet,Refunded,TXN922927843064,2026-06-25 06:59:03,1,
PAY0005660,RID0006384,57.72,Wallet,Success,TXN689909040026,2024-05-25 00:24:42,1,
