feedback_id,ride_id,user_rating,driver_rating,user_comment,driver_comment,feedback_tags
FB0001287,RID0001970,4.7,,A bit late but fine,,
FB0001288,RID0001971,5.0,4.4,,Good communication,rude behavior
FB0001289,RID0001972,5.0,3.8,Very safe driving,Asked to change route,good music
FB0001290,RID0001973,4.9,,,,long route taken
FB0001291,RID0001974,4.5,,Good experience overall,,
FB0001292,RID0001975,5.0,4.5,,,late pickup
FB0001293,RID0001976,3.4,4.4,,,
FB0001294,RID0001978,4.5,,Driver was polite,,
FB0001295,RID0001979,4.4,,,,
FB0001296,RID0001980,4.8,3.7,Good experience overall,Good communication,safe driving
FB0001297,RID0001981,4.6,,Vehicle was clean,,
FB0001298,RID0001983,5.0,5.0,,,safe driving
FB0001299,RID0001984,2.9,3.3,,,professional
FB0001300,RID0001985,4.9,5.0,Driver was polite,No issues,professional
FB0001301,RID0001987,4.6,4.4,,,
FB0001302,RID0001988,3.9,5.0,Driver took a longer route,,
FB0001303,RID0001990,4.2,,Vehicle was clean,,
FB0001304,RID0001992,3.8,,Very safe driving,,
FB0001305,RID0001993,4.1,3.8,,,
FB0001306,RID0001994,3.7,4.6,,No issues,
FB0001307,RID0001995,4.7,3.5,Vehicle was clean,On time at pickup,
FB0001308,RID0001997,5.0,4.5,Vehicle was clean,,rude behavior
FB0001309,RID0001999,5.0,,"Great ride, very smooth",,professional
FB0001310,RID0002000,4.3,5.0,,,
FB0001311,RID0002002,3.9,4.8,,,
FB0001312,RID0002003,4.1,4.6,,Asked to change route,
FB0001313,RID0002004,4.3,,Driver took a longer route,,
FB0001314,RID0002006,5.0,4.6,Driver was polite,,clean vehicle
FB0001315,RID0002007,4.8,,Vehicle was clean,On time at pickup,long route taken
FB0001316,RID0002008,4.5,4.6,,,
FB0001317,RID0002010,4.5,,,,
FB0001318,RID0002012,4.6,5.0,,,
FB0001319,RID0002013,3.4,,Vehicle was clean,,
FB0001320,RID0002014,4.1,,"Great ride, very smooth",,
FB0001321,RID0002016,4.1,4.8,,Polite passenger,
FB0001322,RID0002017,3.9,4.8,Music was too loud,On time at pickup,
FB0001323,RID0002018,3.3,4.2,,Cooperative rider,
FB0001324,RID0002021,4.1,,,Good communication,
FB0001325,RID0002022,5.0,,,,good music
FB0001326,RID0002023,4.7,4.2,Music was too loud,No issues,
FB0001327,RID0002024,3.7,3.8,Excellent service,,
FB0001328,RID0002026,4.0,4.1,,Polite passenger,
FB0001329,RID0002028,3.5,4.4,Excellent service,Good communication,
FB0001330,RID0002030,3.3,3.8,,,
FB0001331,RID0002031,4.3,4.0,"Great ride, very smooth",,
FB0001332,RID0002032,4.0,3.8,,,
FB0001333,RID0002033,4.1,5.0,Good experience overall,No issues,
FB0001334,RID0002034,5.0,4.1,,,rude behavior
FB0001335,RID0002037,3.6,4.8,Music was too loud,,
FB0001336,RID0002038,4.6,,,,
FB0001337,RID0002039,4.6,,,,
FB0001338,RID0002040,3.1,,,On time at pickup,
FB0001339,RID0002041,4.4,,,,
FB0001340,RID0002045,4.0,3.4,Driver took a longer route,,
FB0001341,RID0002048,3.6,,Vehicle was clean,,
FB0001342,RID0002049,3.0,5.0,,,late pickup
FB0001343,RID0002051,2.7,4.6,,Asked to change route,clean vehicle
FB0001344,RID0002052,4.5,4.3,,,
FB0001345,RID0002054,4.8,4.8,,,polite behavior
FB0001346,RID0002055,4.4,4.1,,Asked to change route,
FB0001347,RID0002056,4.0,4.6,,,
FB0001348,RID0002057,4.8,4.4,,,long route taken
FB0001349,RID0002058,4.8,4.6,Driver took a longer route,,late pickup
FB0001350,RID0002059,5.0,4.6,Very safe driving,,professional
FB0001351,RID0002061,4.4,5.0,,,
FB0001352,RID0002062,5.0,4.0,,No issues,professional
FB0001353,RID0002066,4.1,4.1,,,
FB0001354,RID0002067,4.9,4.7,Good experience overall,Asked to change route,clean vehicle
FB0001355,RID0002070,4.9,4.8,Vehicle was clean,,long route taken
FB0001356,RID0002072,3.7,4.7,Excellent service,,
FB0001357,RID0002074,4.3,4.2,Driver took a longer route,,
FB0001358,RID0002075,4.3,5.0,,Good communication,
FB0001359,RID0002076,4.6,3.6,,,
FB0001360,RID0002077,5.0,4.5,,,long route taken
FB0001361,RID0002081,5.0,,,,safe driving
FB0001362,RID0002082,3.9,5.0,,,
FB0001363,RID0002083,4.4,4.6,Excellent service,No issues,
FB0001364,RID0002084,4.1,4.1,"Great ride, very smooth",,
FB0001365,RID0002086,4.8,4.0,"Great ride, very smooth",,professional
FB0001366,RID0002087,4.2,4.3,,Asked to change route,
FB0001367,RID0002089,3.4,4.2,,,
FB0001368,RID0002090,4.9,4.8,,,professional
FB0001369,RID0002091,4.3,4.3,,,
FB0001370,RID0002094,4.7,,Driver took a longer route,,
FB0001371,RID0002096,4.8,,,,safe driving
FB0001372,RID0002099,4.6,5.0,A bit late but fine,,
FB0001373,RID0002102,3.5,5.0,Driver was polite,,
FB0001374,RID0002105,4.7,3.8,,,
FB0001375,RID0002106,3.8,4.6,Very safe driving,,
FB0001376,RID0002108,5.0,4.7,,,late pickup
FB0001377,RID0002110,4.2,,,,
FB0001378,RID0002111,3.6,4.5,,Good communication,
FB0001379,RID0002113,3.9,3.7,"Great ride, very smooth",Asked to change route,
FB0001380,RID0002114,3.7,4.5,Vehicle was clean,,
FB0001381,RID0002115,3.5,,Good experience overall,No issues,
FB0001382,RID0002116,4.7,4.3,,,
FB0001383,RID0002117,4.4,,Driver took a longer route,,
FB0001384,RID0002119,4.8,4.5,,On time at pickup,professional
FB0001385,RID0002120,4.2,4.9,A bit late but fine,Good communication,
FB0001386,RID0002121,3.5,4.5,,,
FB0001387,RID0002122,3.7,,Good experience overall,,
FB0001388,RID0002123,3.5,5.0,,,
FB0001389,RID0002125,4.4,3.9,Driver took a longer route,,
FB0001390,RID0002126,4.7,4.5,,,
FB0001391,RID0002127,4.0,4.0,A bit late but fine,Cooperative rider,
FB0001392,RID0002129,5.0,4.5,,Good communication,clean vehicle
FB0001393,RID0002130,3.6,4.0,Music was too loud,,
FB0001394,RID0002131,3.9,4.1,,,
FB0001395,RID0002132,4.4,5.0,Excellent service,Good communication,
FB0001396,RID0002133,4.6,4.5,Vehicle was clean,No issues,
FB0001397,RID0002134,5.0,4.9,Driver was polite,Polite passenger,professional
FB0001398,RID0002135,4.5,,Driver was polite,Cooperative rider,
FB0001399,RID0002136,4.6,4.5,Vehicle was clean,Good communication,
FB0001400,RID0002138,4.3,,Music was too loud,,
FB0001401,RID0002139,3.9,4.2,Good experience overall,,
FB0001402,RID0002140,4.9,5.0,,,long route taken
FB0001403,RID0002141,4.3,4.2,,,
FB0001404,RID0002142,4.6,4.4,,,
FB0001405,RID0002145,4.5,4.7,"Great ride, very smooth",,
FB0001406,RID0002146,4.4,,Driver took a longer route,,
FB0001407,RID0002148,4.6,4.2,Driver took a longer route,Asked to change route,
FB0001408,RID0002149,5.0,3.5,A bit late but fine,,professional
FB0001409,RID0002150,5.0,,"Great ride, very smooth",On time at pickup,clean vehicle
FB0001410,RID0002151,5.0,3.9,,,good music
FB0001411,RID0002154,4.7,4.7,,On time at pickup,
FB0001412,RID0002155,5.0,4.5,,,late pickup
FB0001413,RID0002156,4.5,4.8,,,
FB0001414,RID0002157,4.9,,,,professional
FB0001415,RID0002159,4.8,,Very safe driving,,polite behavior
FB0001416,RID0002160,4.7,,,,
FB0001417,RID0002162,5.0,4.5,Very safe driving,,polite behavior
FB0001418,RID0002164,5.0,4.5,,,clean vehicle
FB0001419,RID0002165,4.1,4.7,Music was too loud,,
FB0001420,RID0002169,4.3,4.7,,On time at pickup,
FB0001421,RID0002170,3.8,3.7,,,
FB0001422,RID0002171,4.0,,,,
FB0001423,RID0002172,3.5,4.6,,,
FB0001424,RID0002173,4.7,5.0,,,
FB0001425,RID0002175,4.8,4.6,Good experience overall,,professional
FB0001426,RID0002176,4.3,4.9,Excellent service,,
FB0001427,RID0002178,3.9,4.7,Driver took a longer route,,
FB0001428,RID0002179,4.9,,,,professional
FB0001429,RID0002181,4.3,4.9,Driver was polite,,
FB0001430,RID0002182,4.9,,Music was too loud,,clean vehicle
FB0001431,RID0002183,4.5,4.1,,,
FB0001432,RID0002184,5.0,4.9,A bit late but fine,,late pickup
FB0001433,RID0002187,3.8,4.8,,,
FB0001434,RID0002191,3.7,3.6,A bit late but fine,,
FB0001435,RID0002192,4.8,4.1,,,rude behavior
FB0001436,RID0002193,5.0,3.7,Good experience overall,,clean vehicle
FB0001437,RID0002195,5.0,4.9,,Cooperative rider,safe driving
FB0001438,RID0002196,4.4,4.2,,,
FB0001439,RID0002198,4.9,,Driver was polite,,rude behavior
FB0001440,RID0002199,3.9,4.0,Good experience overall,,
FB0001441,RID0002200,4.3,4.6,Good experience overall,,
FB0001442,RID0002201,3.0,,Driver was polite,Asked to change route,polite behavior
FB0001443,RID0002202,5.0,3.7,,,late pickup
FB0001444,RID0002203,4.2,4.7,,,
FB0001445,RID0002204,4.3,4.6,,,
FB0001446,RID0002205,4.4,3.8,Music was too loud,No issues,
FB0001447,RID0002206,4.9,,,Cooperative rider,polite behavior
FB0001448,RID0002207,4.6,4.5,,,
FB0001449,RID0002208,3.8,5.0,"Great ride, very smooth",,
FB0001450,RID0002210,4.1,5.0,Driver was polite,Polite passenger,
FB0001451,RID0002211,3.9,3.8,,,
FB0001452,RID0002212,3.2,5.0,Good experience overall,,
FB0001453,RID0002213,4.2,4.6,A bit late but fine,Asked to change route,
FB0001454,RID0002214,4.8,4.7,Music was too loud,,rude behavior
FB0001455,RID0002215,5.0,4.8,,,rude behavior
FB0001456,RID0002216,4.5,4.5,Vehicle was clean,Cooperative rider,
FB0001457,RID0002220,5.0,,,Good communication,safe driving
FB0001458,RID0002221,4.6,5.0,,,
FB0001459,RID0002222,3.8,4.3,Music was too loud,On time at pickup,
FB0001460,RID0002223,5.0,4.5,,,late pickup
FB0001461,RID0002224,5.0,4.2,,,late pickup
FB0001462,RID0002225,4.8,5.0,,,long route taken
FB0001463,RID0002227,5.0,5.0,,Asked to change route,professional
FB0001464,RID0002229,4.6,3.5,,,
FB0001465,RID0002230,3.8,4.8,,,
FB0001466,RID0002233,3.5,4.7,,Asked to change route,
FB0001467,RID0002234,4.2,5.0,,On time at pickup,
FB0001468,RID0002236,5.0,5.0,Good experience overall,Polite passenger,professional
FB0001469,RID0002237,4.3,4.4,A bit late but fine,,
FB0001470,RID0002240,3.2,,,,
FB0001471,RID0002241,4.0,4.1,Good experience overall,,
FB0001472,RID0002244,4.2,,,,
FB0001473,RID0002245,5.0,5.0,Music was too loud,,clean vehicle
FB0001474,RID0002246,4.7,5.0,,,
FB0001475,RID0002249,4.3,5.0,Good experience overall,,
FB0001476,RID0002251,4.6,4.5,Music was too loud,,
FB0001477,RID0002254,5.0,3.7,Very safe driving,Good communication,long route taken
FB0001478,RID0002257,4.8,,Very safe driving,,professional
FB0001479,RID0002258,4.2,4.7,,,
FB0001480,RID0002259,4.2,,,Asked to change route,
FB0001481,RID0002262,4.4,4.2,,,
FB0001482,RID0002263,4.3,4.9,Good experience overall,Polite passenger,
FB0001483,RID0002266,4.5,4.2,A bit late but fine,No issues,
FB0001484,RID0002268,5.0,4.7,,,clean vehicle
FB0001485,RID0002270,5.0,4.6,,,professional
FB0001486,RID0002272,5.0,,Driver took a longer route,No issues,clean vehicle
FB0001487,RID0002273,3.5,4.5,,Cooperative rider,
FB0001488,RID0002274,4.6,4.7,,,
FB0001489,RID0002275,5.0,4.7,"Great ride, very smooth",,polite behavior
FB0001490,RID0002276,5.0,3.8,Driver was polite,,late pickup
FB0001491,RID0002277,3.7,5.0,Excellent service,,
FB0001492,RID0002278,4.4,4.6,Vehicle was clean,,
FB0001493,RID0002279,3.6,4.0,,,
FB0001494,RID0002282,4.9,4.8,,,polite behavior
FB0001495,RID0002283,5.0,5.0,,,polite behavior
FB0001496,RID0002289,3.4,3.8,,,
FB0001497,RID0002290,4.3,5.0,,,
FB0001498,RID0002292,4.0,4.2,,On time at pickup,
FB0001499,RID0002294,4.4,4.2,,,
FB0001500,RID0002295,4.3,4.2,Very safe driving,,
FB0001501,RID0002296,4.0,3.7,,,
FB0001502,RID0002297,4.6,5.0,,,
FB0001503,RID0002299,4.4,,Vehicle was clean,,
FB0001504,RID0002301,3.8,4.7,,Good communication,
FB0001505,RID0002303,3.8,3.9,Very safe driving,,
FB0001506,RID0002304,4.2,4.9,Vehicle was clean,,
FB0001507,RID0002305,4.1,5.0,"Great ride, very smooth",,
FB0001508,RID0002306,3.6,5.0,Driver took a longer route,,
FB0001509,RID0002307,5.0,4.3,Good experience overall,,professional
FB0001510,RID0002308,4.2,4.0,,,
FB0001511,RID0002311,3.9,4.9,,,
FB0001512,RID0002312,3.8,4.9,A bit late but fine,,
FB0001513,RID0002313,4.8,5.0,A bit late but fine,,safe driving
FB0001514,RID0002315,4.3,4.5,,,
FB0001515,RID0002316,3.7,5.0,,,
FB0001516,RID0002317,5.0,4.9,,,polite behavior
FB0001517,RID0002318,4.6,4.4,,On time at pickup,
FB0001518,RID0002320,4.7,4.5,,,
FB0001519,RID0002321,4.1,4.4,Music was too loud,Good communication,
FB0001520,RID0002322,4.7,4.8,,,
FB0001521,RID0002324,5.0,4.3,Very safe driving,Asked to change route,rude behavior
FB0001522,RID0002326,5.0,4.3,,,rude behavior
FB0001523,RID0002327,3.8,5.0,,No issues,
FB0001524,RID0002328,4.2,3.7,,Cooperative rider,
FB0001525,RID0002330,5.0,5.0,Excellent service,Cooperative rider,polite behavior
FB0001526,RID0002331,4.8,,,,clean vehicle
FB0001527,RID0002332,4.4,4.5,,Asked to change route,
FB0001528,RID0002333,4.1,4.5,,,
FB0001529,RID0002334,5.0,,Very safe driving,Polite passenger,safe driving
FB0001530,RID0002335,4.4,4.5,,Good communication,
FB0001531,RID0002337,3.4,4.7,Driver took a longer route,,
FB0001532,RID0002338,5.0,4.7,Driver was polite,Good communication,rude behavior
FB0001533,RID0002344,4.6,4.2,,,
FB0001534,RID0002347,4.8,3.8,Music was too loud,,long route taken
FB0001535,RID0002348,4.1,4.5,,,
FB0001536,RID0002351,3.3,5.0,,,
FB0001537,RID0002352,4.6,4.3,,On time at pickup,
FB0001538,RID0002353,3.3,,Driver was polite,,
FB0001539,RID0002355,3.6,5.0,,,
FB0001540,RID0002356,4.0,3.9,,Asked to change route,
FB0001541,RID0002360,5.0,,,,late pickup
FB0001542,RID0002362,4.9,,"Great ride, very smooth",,polite behavior
FB0001543,RID0002363,4.1,4.9,,Asked to change route,
FB0001544,RID0002366,4.7,4.9,,Asked to change route,
FB0001545,RID0002370,4.6,5.0,,,
FB0001546,RID0002371,4.2,5.0,,Polite passenger,
FB0001547,RID0002372,4.6,4.3,,,
FB0001548,RID0002373,4.1,3.5,,,
FB0001549,RID0002374,5.0,4.9,,,rude behavior
FB0001550,RID0002376,3.6,4.6,,,
FB0001551,RID0002377,4.3,3.7,,,
FB0001552,RID0002378,4.4,,,,
FB0001553,RID0002379,3.2,4.7,Vehicle was clean,,
FB0001554,RID0002380,4.4,,,Asked to change route,
FB0001555,RID0002381,5.0,4.0,Good experience overall,On time at pickup,clean vehicle
FB0001556,RID0002384,4.3,3.6,A bit late but fine,,
FB0001557,RID0002385,4.7,4.5,Excellent service,No issues,
FB0001558,RID0002386,4.0,4.7,Good experience overall,,
FB0001559,RID0002388,4.7,3.7,,,
FB0001560,RID0002389,5.0,4.2,,Asked to change route,safe driving
FB0001561,RID0002390,5.0,,,,clean vehicle
FB0001562,RID0002391,4.7,5.0,Excellent service,No issues,
FB0001563,RID0002392,2.7,4.5,Music was too loud,,safe driving
FB0001564,RID0002393,4.2,5.0,,,
FB0001565,RID0002394,4.1,,,,
FB0001566,RID0002395,4.4,4.2,Very safe driving,,
FB0001567,RID0002396,4.3,4.5,,No issues,
FB0001568,RID0002400,4.5,5.0,,,
FB0001569,RID0002403,5.0,5.0,Very safe driving,Polite passenger,rude behavior
FB0001570,RID0002405,4.9,4.3,Driver was polite,,rude behavior
FB0001571,RID0002406,3.7,,,,
FB0001572,RID0002408,5.0,4.4,Music was too loud,,good music
FB0001573,RID0002409,4.1,4.5,,Asked to change route,
FB0001574,RID0002410,5.0,4.2,,Good communication,long route taken
FB0001575,RID0002411,4.7,5.0,,,
FB0001576,RID0002413,5.0,4.3,A bit late but fine,,clean vehicle
FB0001577,RID0002414,3.9,4.2,Excellent service,,
FB0001578,RID0002416,5.0,3.9,Driver took a longer route,No issues,professional
FB0001579,RID0002417,3.9,4.4,Driver was polite,Polite passenger,
FB0001580,RID0002418,5.0,4.0,"Great ride, very smooth",,clean vehicle
FB0001581,RID0002419,4.1,,,,
FB0001582,RID0002420,4.9,4.4,Driver was polite,,good music
FB0001583,RID0002422,3.7,3.8,A bit late but fine,,
FB0001584,RID0002423,4.9,4.6,A bit late but fine,Cooperative rider,rude behavior
FB0001585,RID0002425,5.0,,,,good music
FB0001586,RID0002427,4.8,4.4,,,clean vehicle
FB0001587,RID0002428,4.1,4.1,"Great ride, very smooth",Good communication,
FB0001588,RID0002430,4.3,4.1,,,
FB0001589,RID0002431,4.3,,Music was too loud,,
FB0001590,RID0002433,4.4,,,,
FB0001591,RID0002434,3.2,4.4,,Cooperative rider,
FB0001592,RID0002435,4.2,,,,
FB0001593,RID0002436,5.0,5.0,,,clean vehicle
FB0001594,RID0002437,4.1,4.8,Driver was polite,,
FB0001595,RID0002439,4.7,4.7,"Great ride, very smooth",Good communication,
FB0001596,RID0002440,5.0,4.1,,Cooperative rider,long route taken
FB0001597,RID0002442,3.6,3.8,,,
FB0001598,RID0002443,4.5,5.0,A bit late but fine,No issues,
FB0001599,RID0002444,4.0,5.0,,No issues,
FB0001600,RID0002445,5.0,,,,clean vehicle
FB0001601,RID0002449,4.6,,Vehicle was clean,,
FB0001602,RID0002450,4.5,4.8,Driver took a longer route,,
FB0001603,RID0002452,5.0,4.6,Vehicle was clean,,safe driving
FB0001604,RID0002457,4.8,5.0,Vehicle was clean,,polite behavior
FB0001605,RID0002458,4.4,3.8,Driver was polite,Polite passenger,
FB0001606,RID0002459,4.9,,,,polite behavior
FB0001607,RID0002461,4.1,4.8,Driver took a longer route,,
FB0001608,RID0002462,4.7,5.0,,,
FB0001609,RID0002464,3.8,4.0,A bit late but fine,,
FB0001610,RID0002465,4.9,,,Polite passenger,safe driving
FB0001611,RID0002467,4.8,4.9,Good experience overall,,rude behavior
FB0001612,RID0002468,3.7,4.4,Very safe driving,Good communication,
FB0001613,RID0002469,3.9,3.6,,,
FB0001614,RID0002471,4.9,4.9,,Polite passenger,late pickup
FB0001615,RID0002472,4.5,4.5,,,
FB0001616,RID0002473,5.0,,Driver was polite,,polite behavior
FB0001617,RID0002474,4.0,4.1,A bit late but fine,,
FB0001618,RID0002475,5.0,3.9,,,professional
FB0001619,RID0002477,3.6,,,,
FB0001620,RID0002478,4.5,3.4,,,
FB0001621,RID0002479,4.4,5.0,,,
FB0001622,RID0002480,3.7,,Music was too loud,,
FB0001623,RID0002481,4.1,4.9,,No issues,
FB0001624,RID0002482,3.8,5.0,,,
FB0001625,RID0002484,4.1,,,,
FB0001626,RID0002485,4.3,4.4,Good experience overall,,
FB0001627,RID0002486,4.9,4.7,"Great ride, very smooth",,rude behavior
FB0001628,RID0002488,4.1,4.3,,,
FB0001629,RID0002489,5.0,4.7,,,professional
FB0001630,RID0002490,5.0,4.3,,,professional
FB0001631,RID0002492,3.8,4.9,,No issues,
FB0001632,RID0002495,3.4,4.8,,No issues,
FB0001633,RID0002496,4.6,5.0,,,
FB0001634,RID0002497,4.6,4.7,,,
FB0001635,RID0002498,4.9,4.3,,Cooperative rider,rude behavior
FB0001636,RID0002499,4.5,,Excellent service,,
FB0001637,RID0002501,5.0,4.5,,,good music
FB0001638,RID0002502,3.5,3.4,,,
FB0001639,RID0002503,4.9,4.1,,,safe driving
FB0001640,RID0002504,2.8,,Good experience overall,,professional
FB0001641,RID0002505,4.5,,Very safe driving,,
FB0001642,RID0002506,3.9,4.2,,Polite passenger,
FB0001643,RID0002507,3.6,,,Asked to change route,
FB0001644,RID0002513,4.9,4.1,,,safe driving
FB0001645,RID0002515,4.5,4.4,Driver took a longer route,Cooperative rider,
FB0001646,RID0002516,4.9,4.3,,,good music
FB0001647,RID0002517,4.5,4.6,,,
FB0001648,RID0002518,4.4,,,No issues,
FB0001649,RID0002520,4.6,,,,
FB0001650,RID0002521,4.4,4.9,,,
FB0001651,RID0002522,3.9,,,Polite passenger,
FB0001652,RID0002523,4.0,3.1,"Great ride, very smooth",,
FB0001653,RID0002524,4.2,,,,
FB0001654,RID0002525,5.0,5.0,,Good communication,polite behavior
FB0001655,RID0002526,4.5,4.8,,No issues,
FB0001656,RID0002529,4.6,5.0,A bit late but fine,,
FB0001657,RID0002531,3.8,4.2,,,
FB0001658,RID0002532,5.0,,,On time at pickup,long route taken
FB0001659,RID0002533,4.2,4.9,,Asked to change route,
FB0001660,RID0002534,4.0,5.0,"Great ride, very smooth",,
FB0001661,RID0002537,4.6,,"Great ride, very smooth",,
FB0001662,RID0002538,4.0,4.9,"Great ride, very smooth",No issues,
FB0001663,RID0002540,4.1,4.1,,,
FB0001664,RID0002542,3.8,,Very safe driving,,
FB0001665,RID0002543,3.7,5.0,"Great ride, very smooth",,
FB0001666,RID0002547,5.0,4.5,,,long route taken
FB0001667,RID0002548,4.2,,,,
FB0001668,RID0002549,3.4,4.0,Music was too loud,,
FB0001669,RID0002551,5.0,4.4,Driver took a longer route,Asked to change route,professional
FB0001670,RID0002552,4.7,4.5,,,
FB0001671,RID0002554,5.0,4.0,,On time at pickup,safe driving
FB0001672,RID0002557,3.2,4.4,,,
FB0001673,RID0002558,4.4,5.0,,,
FB0001674,RID0002560,4.4,4.7,,,
FB0001675,RID0002561,4.8,4.7,Very safe driving,,clean vehicle
FB0001676,RID0002562,5.0,3.5,,,professional
FB0001677,RID0002564,3.9,4.8,,,
FB0001678,RID0002566,3.8,5.0,Good experience overall,,
FB0001679,RID0002568,4.8,3.8,Driver was polite,,late pickup
FB0001680,RID0002570,5.0,,,,rude behavior
FB0001681,RID0002571,4.2,,Vehicle was clean,Cooperative rider,
FB0001682,RID0002574,3.6,4.5,,,
FB0001683,RID0002575,3.6,4.7,,,
FB0001684,RID0002576,5.0,3.8,,,good music
FB0001685,RID0002578,4.2,4.5,Excellent service,,
FB0001686,RID0002579,4.8,4.1,"Great ride, very smooth",,professional
FB0001687,RID0002580,4.6,3.4,Vehicle was clean,,
FB0001688,RID0002581,4.0,,,Asked to change route,
FB0001689,RID0002582,4.1,,Driver took a longer route,,
FB0001690,RID0002583,3.7,,"Great ride, very smooth",,
FB0001691,RID0002584,4.1,,,,
FB0001692,RID0002586,4.2,,,,
FB0001693,RID0002588,4.4,4.3,Driver took a longer route,Cooperative rider,
FB0001694,RID0002590,4.5,,A bit late but fine,On time at pickup,
FB0001695,RID0002593,4.2,4.8,"Great ride, very smooth",,
FB0001696,RID0002595,4.8,5.0,Vehicle was clean,Cooperative rider,professional
FB0001697,RID0002596,4.9,4.3,Driver took a longer route,Cooperative rider,rude behavior
FB0001698,RID0002597,5.0,5.0,Very safe driving,,late pickup
FB0001699,RID0002598,4.5,5.0,Music was too loud,,
FB0001700,RID0002600,4.3,,,,
FB0001701,RID0002601,4.8,3.9,,Polite passenger,polite behavior
FB0001702,RID0002603,4.9,4.9,,,good music
FB0001703,RID0002604,4.1,4.5,,Polite passenger,
FB0001704,RID0002605,4.7,4.8,,,
FB0001705,RID0002606,5.0,4.0,Music was too loud,,safe driving
FB0001706,RID0002607,4.5,,,,
FB0001707,RID0002608,4.3,4.7,,,
FB0001708,RID0002609,4.6,4.3,A bit late but fine,,
FB0001709,RID0002610,4.3,,,,
FB0001710,RID0002615,5.0,4.3,Very safe driving,,long route taken
FB0001711,RID0002617,5.0,,,,clean vehicle
FB0001712,RID0002618,4.8,4.2,Music was too loud,,clean vehicle
FB0001713,RID0002619,4.3,4.2,,,
FB0001714,RID0002620,3.4,5.0,,,
FB0001715,RID0002621,4.2,,,,
FB0001716,RID0002623,5.0,4.0,,,safe driving
FB0001717,RID0002626,5.0,4.4,,,late pickup
FB0001718,RID0002629,3.7,4.2,,,
FB0001719,RID0002631,4.3,4.9,,Polite passenger,
FB0001720,RID0002632,4.6,,A bit late but fine,,
FB0001721,RID0002633,3.8,4.6,"Great ride, very smooth",,
FB0001722,RID0002636,4.3,4.7,,,
FB0001723,RID0002637,4.9,5.0,,On time at pickup,professional
FB0001724,RID0002638,4.3,5.0,Good experience overall,,
FB0001725,RID0002639,4.2,,,,
FB0001726,RID0002640,5.0,4.5,"Great ride, very smooth",,clean vehicle
FB0001727,RID0002641,4.3,4.3,,Asked to change route,
FB0001728,RID0002642,5.0,,,,late pickup
FB0001729,RID0002643,4.5,4.9,Vehicle was clean,Cooperative rider,
FB0001730,RID0002646,3.9,5.0,Good experience overall,,
FB0001731,RID0002647,3.7,4.1,"Great ride, very smooth",,
FB0001732,RID0002651,4.4,,,Cooperative rider,
FB0001733,RID0002652,4.4,4.8,Excellent service,,
FB0001734,RID0002654,4.6,,Good experience overall,,
FB0001735,RID0002655,5.0,4.4,Good experience overall,,late pickup
FB0001736,RID0002661,4.9,,,Cooperative rider,long route taken
FB0001737,RID0002664,4.0,4.4,Very safe driving,,
FB0001738,RID0002665,4.6,5.0,,On time at pickup,
FB0001739,RID0002667,4.4,,Very safe driving,,
FB0001740,RID0002668,4.5,4.2,Music was too loud,,
FB0001741,RID0002669,4.1,4.2,A bit late but fine,,
FB0001742,RID0002671,4.7,4.3,"Great ride, very smooth",,
FB0001743,RID0002672,5.0,4.3,,,safe driving
FB0001744,RID0002675,4.0,,,,
FB0001745,RID0002676,4.4,,Excellent service,,
FB0001746,RID0002678,5.0,4.3,"Great ride, very smooth",,rude behavior
FB0001747,RID0002680,3.7,4.7,"Great ride, very smooth",,
FB0001748,RID0002681,3.5,,A bit late but fine,,
FB0001749,RID0002684,5.0,5.0,,,late pickup
FB0001750,RID0002690,4.2,5.0,"Great ride, very smooth",Polite passenger,
FB0001751,RID0002691,4.0,,Driver was polite,,
FB0001752,RID0002692,4.4,,,,
FB0001753,RID0002693,3.0,3.8,,Asked to change route,good music
FB0001754,RID0002700,5.0,4.7,Driver was polite,,good music
FB0001755,RID0002701,3.8,4.2,,On time at pickup,
FB0001756,RID0002702,4.9,4.1,Good experience overall,,late pickup
FB0001757,RID0002704,3.9,5.0,,,
FB0001758,RID0002705,4.1,4.7,,,
FB0001759,RID0002706,3.4,4.1,"Great ride, very smooth",,
FB0001760,RID0002707,3.8,5.0,,,
FB0001761,RID0002708,4.6,4.3,,Cooperative rider,
FB0001762,RID0002710,3.3,5.0,Driver was polite,,
FB0001763,RID0002711,4.7,,,,
FB0001764,RID0002714,4.1,4.1,Good experience overall,,
FB0001765,RID0002715,4.8,5.0,"Great ride, very smooth",,polite behavior
FB0001766,RID0002717,5.0,4.2,Vehicle was clean,Good communication,long route taken
FB0001767,RID0002718,5.0,4.9,,Good communication,late pickup
FB0001768,RID0002720,4.2,4.3,,,
FB0001769,RID0002722,4.5,4.9,,,
FB0001770,RID0002723,4.1,,Excellent service,,
FB0001771,RID0002724,4.3,4.6,Music was too loud,,
FB0001772,RID0002725,4.7,5.0,A bit late but fine,,
FB0001773,RID0002729,3.1,4.3,,,
FB0001774,RID0002731,4.7,4.7,,On time at pickup,
FB0001775,RID0002732,5.0,4.2,,,long route taken
FB0001776,RID0002734,5.0,5.0,,On time at pickup,professional
FB0001777,RID0002735,4.4,4.6,,Good communication,
FB0001778,RID0002736,3.6,4.5,,,
FB0001779,RID0002737,4.1,3.7,,Asked to change route,
FB0001780,RID0002738,3.3,,,,
