coupon_id,ride_id,coupon_code,campaign_name,discount_type,discount_value,discount_amt,valid_from,valid_to
CPN0001640,RID0010878,WEEKEND15,Weekend ride offer,percentage,15,7.79,2024-08-25,2024-09-23
CPN0001641,RID0010879,WELCOME50,New user welcome offer,flat,50,35.64,2024-10-02,2024-10-19
CPN0001642,RID0010887,WELCOME50,New user welcome offer,flat,50,50.0,2024-02-24,2024-03-17
CPN0001643,RID0010888,WELCOME50,New user welcome offer,flat,50,20.43,2025-09-11,2025-10-12
CPN0001644,RID0010889,FIRST20,First ride discount,percentage,20,32.36,2024-07-20,2024-08-03
CPN0001645,RID0010893,WELCOME50,New user welcome offer,flat,50,50.0,2024-02-11,2024-03-12
CPN0001646,RID0010896,FIRST20,First ride discount,percentage,20,18.24,2024-11-25,2024-12-29
CPN0001647,RID0010910,LOYAL30,Loyalty reward,flat,30,14.69,2025-03-19,2025-04-06
CPN0001648,RID0010912,RAINY10,Monsoon special,percentage,10,2.72,2024-08-02,2024-08-29
CPN0001649,RID0010914,RAINY10,Monsoon special,percentage,10,8.1,2026-01-26,2026-02-09
CPN0001650,RID0010939,WELCOME50,New user welcome offer,flat,50,17.64,2025-09-11,2025-10-04
CPN0001651,RID0010940,WEEKEND15,Weekend ride offer,percentage,15,39.18,2026-06-07,2026-07-05
CPN0001652,RID0010943,RAINY10,Monsoon special,percentage,10,4.92,2025-08-24,2025-09-26
CPN0001653,RID0010946,WEEKEND15,Weekend ride offer,percentage,15,10.33,2024-02-27,2024-03-12
CPN0001654,RID0010950,WEEKEND15,Weekend ride offer,percentage,15,40.8,2023-12-26,2024-01-18
CPN0001655,RID0010953,FIRST20,First ride discount,percentage,20,60.97,2024-09-05,2024-09-26
CPN0001656,RID0010958,LOYAL30,Loyalty reward,flat,30,30.0,2024-08-02,2024-08-12
CPN0001657,RID0010965,RAINY10,Monsoon special,percentage,10,20.79,2024-03-21,2024-04-17
CPN0001658,RID0010973,FEST100,Festive season offer,flat,100,14.67,2025-01-03,2025-02-07
CPN0001659,RID0010984,LOYAL30,Loyalty reward,flat,30,16.23,2024-09-21,2024-10-21
CPN0001660,RID0010985,WEEKEND15,Weekend ride offer,percentage,15,25.2,2025-08-29,2025-09-30
CPN0001661,RID0010987,FEST100,Festive season offer,flat,100,99.56,2024-12-27,2025-02-02
CPN0001662,RID0010999,WELCOME50,New user welcome offer,flat,50,22.14,2025-11-20,2025-12-17
CPN0001663,RID0011007,FEST100,Festive season offer,flat,100,63.38,2024-06-29,2024-07-29
CPN0001664,RID0011009,FEST100,Festive season offer,flat,100,21.02,2024-06-06,2024-07-05
CPN0001665,RID0011010,WELCOME50,New user welcome offer,flat,50,12.96,2025-10-06,2025-11-03
CPN0001666,RID0011013,FIRST20,First ride discount,percentage,20,12.55,2025-04-07,2025-04-23
CPN0001667,RID0011015,FEST100,Festive season offer,flat,100,31.5,2024-04-08,2024-04-29
CPN0001668,RID0011016,FIRST20,First ride discount,percentage,20,4.19,2025-09-16,2025-10-13
CPN0001669,RID0011018,FEST100,Festive season offer,flat,100,61.73,2025-06-29,2025-07-24
CPN0001670,RID0011019,WELCOME50,New user welcome offer,flat,50,50.0,2026-01-15,2026-02-06
CPN0001671,RID0011030,FIRST20,First ride discount,percentage,20,18.07,2025-09-29,2025-10-09
CPN0001672,RID0011035,WEEKEND15,Weekend ride offer,percentage,15,10.96,2026-03-12,2026-03-27
CPN0001673,RID0011038,WEEKEND15,Weekend ride offer,percentage,15,10.54,2026-01-06,2026-01-22
CPN0001674,RID0011039,RAINY10,Monsoon special,percentage,10,3.97,2025-02-18,2025-03-19
CPN0001675,RID0011046,WELCOME50,New user welcome offer,flat,50,40.41,2026-01-28,2026-02-25
CPN0001676,RID0011064,LOYAL30,Loyalty reward,flat,30,25.35,2024-07-06,2024-07-22
CPN0001677,RID0011065,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-03,2026-01-29
CPN0001678,RID0011079,RAINY10,Monsoon special,percentage,10,6.55,2025-04-20,2025-05-20
CPN0001679,RID0011083,RAINY10,Monsoon special,percentage,10,12.66,2025-04-24,2025-05-18
CPN0001680,RID0011085,WELCOME50,New user welcome offer,flat,50,26.07,2026-05-28,2026-06-28
CPN0001681,RID0011086,WELCOME50,New user welcome offer,flat,50,48.6,2025-04-27,2025-05-21
CPN0001682,RID0011090,WEEKEND15,Weekend ride offer,percentage,15,8.23,2025-08-27,2025-09-19
CPN0001683,RID0011094,LOYAL30,Loyalty reward,flat,30,23.88,2024-12-08,2024-12-23
CPN0001684,RID0011095,LOYAL30,Loyalty reward,flat,30,30.0,2024-08-22,2024-09-10
CPN0001685,RID0011101,WEEKEND15,Weekend ride offer,percentage,15,15.92,2025-06-20,2025-07-14
CPN0001686,RID0011102,FIRST20,First ride discount,percentage,20,26.08,2025-12-18,2026-01-15
CPN0001687,RID0011104,RAINY10,Monsoon special,percentage,10,9.07,2024-12-08,2024-12-24
CPN0001688,RID0011112,WEEKEND15,Weekend ride offer,percentage,15,14.11,2026-06-08,2026-06-27
CPN0001689,RID0011114,WEEKEND15,Weekend ride offer,percentage,15,3.63,2024-02-20,2024-03-21
CPN0001690,RID0011124,FIRST20,First ride discount,percentage,20,37.33,2024-08-19,2024-09-01
CPN0001691,RID0011131,LOYAL30,Loyalty reward,flat,30,30.0,2026-02-26,2026-03-27
CPN0001692,RID0011140,FIRST20,First ride discount,percentage,20,27.59,2024-11-22,2024-12-05
CPN0001693,RID0011145,FEST100,Festive season offer,flat,100,14.65,2025-02-03,2025-03-12
CPN0001694,RID0011164,WEEKEND15,Weekend ride offer,percentage,15,11.18,2025-10-19,2025-11-08
CPN0001695,RID0011166,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-09,2024-03-25
CPN0001696,RID0011170,LOYAL30,Loyalty reward,flat,30,30.0,2025-10-03,2025-10-25
CPN0001697,RID0011180,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-20,2024-10-11
CPN0001698,RID0011185,FIRST20,First ride discount,percentage,20,14.24,2024-02-18,2024-03-10
CPN0001699,RID0011191,RAINY10,Monsoon special,percentage,10,5.33,2026-05-03,2026-05-21
CPN0001700,RID0011192,RAINY10,Monsoon special,percentage,10,10.45,2025-05-28,2025-06-14
CPN0001701,RID0011193,LOYAL30,Loyalty reward,flat,30,30.0,2026-05-26,2026-06-24
CPN0001702,RID0011194,WELCOME50,New user welcome offer,flat,50,25.98,2024-05-31,2024-06-17
CPN0001703,RID0011197,FEST100,Festive season offer,flat,100,35.28,2025-08-30,2025-09-18
CPN0001704,RID0011203,WEEKEND15,Weekend ride offer,percentage,15,7.55,2026-07-06,2026-07-29
CPN0001705,RID0011211,FIRST20,First ride discount,percentage,20,23.24,2025-08-31,2025-09-26
CPN0001706,RID0011212,WEEKEND15,Weekend ride offer,percentage,15,4.74,2024-08-21,2024-09-15
CPN0001707,RID0011215,FEST100,Festive season offer,flat,100,28.85,2024-10-16,2024-11-18
CPN0001708,RID0011219,LOYAL30,Loyalty reward,flat,30,30.0,2024-05-24,2024-06-22
CPN0001709,RID0011222,RAINY10,Monsoon special,percentage,10,6.04,2024-03-03,2024-03-22
CPN0001710,RID0011223,WELCOME50,New user welcome offer,flat,50,50.0,2024-11-01,2024-11-26
CPN0001711,RID0011224,FIRST20,First ride discount,percentage,20,9.47,2023-12-13,2024-01-15
CPN0001712,RID0011225,FEST100,Festive season offer,flat,100,60.79,2025-06-25,2025-07-25
CPN0001713,RID0011228,LOYAL30,Loyalty reward,flat,30,14.19,2024-10-25,2024-11-25
CPN0001714,RID0011236,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-24,2026-07-13
CPN0001715,RID0011237,WELCOME50,New user welcome offer,flat,50,26.52,2025-08-24,2025-09-26
CPN0001716,RID0011239,LOYAL30,Loyalty reward,flat,30,24.3,2024-12-22,2025-01-22
CPN0001717,RID0011243,RAINY10,Monsoon special,percentage,10,11.95,2025-01-04,2025-01-24
CPN0001718,RID0011246,FIRST20,First ride discount,percentage,20,13.99,2024-07-05,2024-07-21
CPN0001719,RID0011247,FEST100,Festive season offer,flat,100,73.17,2025-06-24,2025-07-24
CPN0001720,RID0011254,WEEKEND15,Weekend ride offer,percentage,15,7.45,2024-11-29,2024-12-28
CPN0001721,RID0011255,WEEKEND15,Weekend ride offer,percentage,15,16.35,2025-07-27,2025-08-16
CPN0001722,RID0011265,WELCOME50,New user welcome offer,flat,50,50.0,2024-04-15,2024-05-19
CPN0001723,RID0011269,WELCOME50,New user welcome offer,flat,50,50.0,2024-12-07,2024-12-28
CPN0001724,RID0011273,FIRST20,First ride discount,percentage,20,13.75,2024-07-07,2024-08-09
CPN0001725,RID0011277,FIRST20,First ride discount,percentage,20,13.13,2024-08-18,2024-09-13
CPN0001726,RID0011283,WEEKEND15,Weekend ride offer,percentage,15,7.36,2025-07-27,2025-08-16
CPN0001727,RID0011288,FEST100,Festive season offer,flat,100,72.18,2024-01-25,2024-02-12
CPN0001728,RID0011289,LOYAL30,Loyalty reward,flat,30,28.77,2025-03-06,2025-03-28
CPN0001729,RID0011295,FIRST20,First ride discount,percentage,20,26.63,2025-03-30,2025-04-20
CPN0001730,RID0011301,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-03,2026-01-22
CPN0001731,RID0011321,WEEKEND15,Weekend ride offer,percentage,15,4.46,2025-06-13,2025-07-06
CPN0001732,RID0011330,WELCOME50,New user welcome offer,flat,50,16.32,2024-08-27,2024-09-26
CPN0001733,RID0011333,RAINY10,Monsoon special,percentage,10,10.13,2024-10-05,2024-10-20
CPN0001734,RID0011339,WEEKEND15,Weekend ride offer,percentage,15,7.42,2025-06-03,2025-06-14
CPN0001735,RID0011341,FIRST20,First ride discount,percentage,20,12.76,2026-02-07,2026-03-05
CPN0001736,RID0011344,FIRST20,First ride discount,percentage,20,42.29,2024-08-09,2024-09-10
CPN0001737,RID0011348,FIRST20,First ride discount,percentage,20,16.01,2024-04-11,2024-05-04
CPN0001738,RID0011351,FIRST20,First ride discount,percentage,20,11.56,2025-07-13,2025-07-31
CPN0001739,RID0011356,WELCOME50,New user welcome offer,flat,50,48.12,2024-03-12,2024-04-05
CPN0001740,RID0011363,WELCOME50,New user welcome offer,flat,50,32.67,2025-05-12,2025-05-31
CPN0001741,RID0011366,WEEKEND15,Weekend ride offer,percentage,15,12.64,2024-03-15,2024-04-11
CPN0001742,RID0011372,LOYAL30,Loyalty reward,flat,30,30.0,2025-01-14,2025-02-08
CPN0001743,RID0011377,WELCOME50,New user welcome offer,flat,50,20.4,2024-10-10,2024-11-06
CPN0001744,RID0011381,RAINY10,Monsoon special,percentage,10,6.84,2026-05-17,2026-06-12
CPN0001745,RID0011384,RAINY10,Monsoon special,percentage,10,3.55,2025-05-19,2025-06-24
CPN0001746,RID0011388,FIRST20,First ride discount,percentage,20,15.17,2024-09-23,2024-10-11
CPN0001747,RID0011391,WEEKEND15,Weekend ride offer,percentage,15,11.45,2024-08-17,2024-09-21
CPN0001748,RID0011414,WEEKEND15,Weekend ride offer,percentage,15,12.67,2024-06-27,2024-07-21
CPN0001749,RID0011443,RAINY10,Monsoon special,percentage,10,7.44,2025-09-11,2025-10-11
CPN0001750,RID0011446,RAINY10,Monsoon special,percentage,10,5.45,2024-12-31,2025-01-27
CPN0001751,RID0011457,FIRST20,First ride discount,percentage,20,29.51,2025-08-04,2025-09-01
CPN0001752,RID0011477,WELCOME50,New user welcome offer,flat,50,17.43,2025-07-08,2025-07-29
CPN0001753,RID0011482,RAINY10,Monsoon special,percentage,10,11.27,2025-08-30,2025-10-02
CPN0001754,RID0011489,WELCOME50,New user welcome offer,flat,50,50.0,2024-12-16,2025-01-20
CPN0001755,RID0011504,WEEKEND15,Weekend ride offer,percentage,15,6.66,2026-02-20,2026-03-17
CPN0001756,RID0011513,WEEKEND15,Weekend ride offer,percentage,15,20.49,2025-11-15,2025-12-16
CPN0001757,RID0011519,RAINY10,Monsoon special,percentage,10,16.78,2024-02-28,2024-03-22
CPN0001758,RID0011520,FIRST20,First ride discount,percentage,20,25.95,2024-11-09,2024-12-04
CPN0001759,RID0011543,RAINY10,Monsoon special,percentage,10,6.68,2024-06-16,2024-07-14
CPN0001760,RID0011547,WEEKEND15,Weekend ride offer,percentage,15,8.35,2024-11-03,2024-11-21
CPN0001761,RID0011551,FEST100,Festive season offer,flat,100,32.94,2024-01-11,2024-02-15
CPN0001762,RID0011552,RAINY10,Monsoon special,percentage,10,11.91,2024-03-07,2024-04-13
CPN0001763,RID0011556,WELCOME50,New user welcome offer,flat,50,19.71,2026-05-31,2026-06-24
CPN0001764,RID0011559,WELCOME50,New user welcome offer,flat,50,50.0,2025-06-19,2025-07-06
CPN0001765,RID0011561,FEST100,Festive season offer,flat,100,74.31,2023-12-16,2024-01-10
CPN0001766,RID0011564,WEEKEND15,Weekend ride offer,percentage,15,9.68,2025-08-09,2025-09-03
CPN0001767,RID0011567,LOYAL30,Loyalty reward,flat,30,16.16,2025-08-28,2025-09-15
CPN0001768,RID0011575,FIRST20,First ride discount,percentage,20,43.82,2025-01-14,2025-02-17
CPN0001769,RID0011585,RAINY10,Monsoon special,percentage,10,4.75,2024-12-21,2025-01-22
CPN0001770,RID0011588,WELCOME50,New user welcome offer,flat,50,46.25,2026-03-20,2026-04-14
CPN0001771,RID0011595,WELCOME50,New user welcome offer,flat,50,9.9,2024-03-30,2024-04-19
CPN0001772,RID0011597,FIRST20,First ride discount,percentage,20,15.61,2024-04-03,2024-04-19
CPN0001773,RID0011598,RAINY10,Monsoon special,percentage,10,8.53,2024-01-17,2024-02-15
CPN0001774,RID0011599,FEST100,Festive season offer,flat,100,100.0,2025-01-05,2025-01-28
CPN0001775,RID0011603,WELCOME50,New user welcome offer,flat,50,35.11,2024-08-02,2024-08-24
CPN0001776,RID0011609,FIRST20,First ride discount,percentage,20,10.2,2024-10-16,2024-11-13
CPN0001777,RID0011614,WELCOME50,New user welcome offer,flat,50,50.0,2024-08-04,2024-08-28
CPN0001778,RID0011618,RAINY10,Monsoon special,percentage,10,9.42,2024-09-18,2024-10-17
CPN0001779,RID0011621,FEST100,Festive season offer,flat,100,47.3,2024-12-17,2025-01-16
CPN0001780,RID0011624,LOYAL30,Loyalty reward,flat,30,30.0,2024-07-08,2024-08-08
CPN0001781,RID0011626,FEST100,Festive season offer,flat,100,83.27,2024-11-09,2024-11-28
CPN0001782,RID0011632,RAINY10,Monsoon special,percentage,10,18.85,2024-09-07,2024-10-02
CPN0001783,RID0011641,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-09,2026-02-10
CPN0001784,RID0011643,WEEKEND15,Weekend ride offer,percentage,15,16.83,2026-04-04,2026-04-29
CPN0001785,RID0011646,LOYAL30,Loyalty reward,flat,30,30.0,2025-04-09,2025-05-10
CPN0001786,RID0011649,WEEKEND15,Weekend ride offer,percentage,15,42.52,2024-09-07,2024-10-02
CPN0001787,RID0011650,WELCOME50,New user welcome offer,flat,50,20.66,2025-03-15,2025-04-07
CPN0001788,RID0011656,WEEKEND15,Weekend ride offer,percentage,15,11.99,2025-02-23,2025-03-14
CPN0001789,RID0011671,FIRST20,First ride discount,percentage,20,39.95,2024-09-22,2024-10-13
CPN0001790,RID0011673,WEEKEND15,Weekend ride offer,percentage,15,21.87,2024-10-26,2024-11-26
CPN0001791,RID0011681,LOYAL30,Loyalty reward,flat,30,10.29,2024-09-06,2024-10-02
CPN0001792,RID0011689,FEST100,Festive season offer,flat,100,74.25,2025-08-22,2025-09-13
CPN0001793,RID0011695,WELCOME50,New user welcome offer,flat,50,32.28,2023-12-22,2024-01-12
CPN0001794,RID0011702,FEST100,Festive season offer,flat,100,21.75,2025-01-29,2025-02-14
CPN0001795,RID0011704,LOYAL30,Loyalty reward,flat,30,30.0,2026-03-16,2026-04-01
CPN0001796,RID0011718,WEEKEND15,Weekend ride offer,percentage,15,8.36,2025-07-05,2025-08-10
CPN0001797,RID0011719,LOYAL30,Loyalty reward,flat,30,30.0,2024-08-09,2024-09-15
CPN0001798,RID0011720,WELCOME50,New user welcome offer,flat,50,46.59,2026-01-30,2026-03-04
CPN0001799,RID0011731,FIRST20,First ride discount,percentage,20,17.5,2024-09-17,2024-10-21
CPN0001800,RID0011740,FEST100,Festive season offer,flat,100,48.24,2024-03-26,2024-04-26
CPN0001801,RID0011742,RAINY10,Monsoon special,percentage,10,8.4,2024-07-10,2024-08-16
CPN0001802,RID0011744,FIRST20,First ride discount,percentage,20,24.8,2025-05-08,2025-06-04
CPN0001803,RID0011750,RAINY10,Monsoon special,percentage,10,11.95,2025-07-27,2025-08-26
CPN0001804,RID0011760,FEST100,Festive season offer,flat,100,32.65,2026-02-24,2026-04-04
CPN0001805,RID0011761,WEEKEND15,Weekend ride offer,percentage,15,14.53,2026-02-13,2026-03-15
CPN0001806,RID0011765,WELCOME50,New user welcome offer,flat,50,50.0,2025-07-28,2025-08-17
CPN0001807,RID0011769,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-14,2026-07-03
CPN0001808,RID0011774,WEEKEND15,Weekend ride offer,percentage,15,15.85,2025-11-10,2025-12-10
CPN0001809,RID0011794,FEST100,Festive season offer,flat,100,36.87,2024-10-19,2024-11-15
CPN0001810,RID0011803,FIRST20,First ride discount,percentage,20,11.92,2025-09-01,2025-09-23
CPN0001811,RID0011804,WEEKEND15,Weekend ride offer,percentage,15,20.89,2025-12-01,2025-12-24
CPN0001812,RID0011824,LOYAL30,Loyalty reward,flat,30,30.0,2026-03-30,2026-04-29
CPN0001813,RID0011825,WELCOME50,New user welcome offer,flat,50,24.84,2024-10-31,2024-11-22
CPN0001814,RID0011827,RAINY10,Monsoon special,percentage,10,6.79,2024-05-09,2024-05-31
CPN0001815,RID0011841,FIRST20,First ride discount,percentage,20,7.16,2026-05-09,2026-06-02
CPN0001816,RID0011845,LOYAL30,Loyalty reward,flat,30,30.0,2025-05-28,2025-06-27
CPN0001817,RID0011854,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-15,2024-10-14
CPN0001818,RID0011855,LOYAL30,Loyalty reward,flat,30,30.0,2026-05-09,2026-05-20
CPN0001819,RID0011860,LOYAL30,Loyalty reward,flat,30,30.0,2025-08-07,2025-08-29
CPN0001820,RID0011865,WEEKEND15,Weekend ride offer,percentage,15,13.73,2025-05-15,2025-06-02
CPN0001821,RID0011867,FEST100,Festive season offer,flat,100,36.45,2024-09-10,2024-10-09
CPN0001822,RID0011869,RAINY10,Monsoon special,percentage,10,27.06,2026-06-15,2026-07-23
CPN0001823,RID0011871,FIRST20,First ride discount,percentage,20,40.4,2026-02-01,2026-02-18
CPN0001824,RID0011885,RAINY10,Monsoon special,percentage,10,2.82,2024-10-12,2024-11-05
CPN0001825,RID0011887,RAINY10,Monsoon special,percentage,10,8.17,2025-09-20,2025-10-11
CPN0001826,RID0011891,FIRST20,First ride discount,percentage,20,15.05,2024-11-20,2024-12-28
CPN0001827,RID0011895,LOYAL30,Loyalty reward,flat,30,30.0,2024-02-21,2024-03-06
CPN0001828,RID0011896,WEEKEND15,Weekend ride offer,percentage,15,8.09,2023-12-28,2024-01-10
CPN0001829,RID0011898,WELCOME50,New user welcome offer,flat,50,14.26,2026-03-30,2026-04-25
CPN0001830,RID0011921,WELCOME50,New user welcome offer,flat,50,41.52,2025-12-01,2025-12-25
CPN0001831,RID0011923,RAINY10,Monsoon special,percentage,10,15.54,2026-01-31,2026-03-03
CPN0001832,RID0011929,WELCOME50,New user welcome offer,flat,50,27.84,2024-05-18,2024-06-05
CPN0001833,RID0011930,WELCOME50,New user welcome offer,flat,50,47.06,2024-08-25,2024-09-24
CPN0001834,RID0011941,LOYAL30,Loyalty reward,flat,30,30.0,2024-10-28,2024-11-11
CPN0001835,RID0011951,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-23,2026-07-10
CPN0001836,RID0011960,LOYAL30,Loyalty reward,flat,30,30.0,2024-06-20,2024-07-15
CPN0001837,RID0011968,FEST100,Festive season offer,flat,100,46.44,2025-07-02,2025-07-27
CPN0001838,RID0011974,FEST100,Festive season offer,flat,100,38.4,2024-06-07,2024-07-07
CPN0001839,RID0011975,WELCOME50,New user welcome offer,flat,50,23.4,2025-01-03,2025-01-29
CPN0001840,RID0011976,WEEKEND15,Weekend ride offer,percentage,15,30.41,2025-11-10,2025-12-13
CPN0001841,RID0011978,FEST100,Festive season offer,flat,100,15.39,2024-02-14,2024-03-08
CPN0001842,RID0011994,WELCOME50,New user welcome offer,flat,50,25.77,2025-08-02,2025-08-18
CPN0001843,RID0012008,FEST100,Festive season offer,flat,100,20.39,2026-02-08,2026-03-02
CPN0001844,RID0012029,FIRST20,First ride discount,percentage,20,8.64,2026-06-29,2026-07-21
CPN0001845,RID0012045,FEST100,Festive season offer,flat,100,75.24,2025-06-03,2025-06-24
CPN0001846,RID0012049,FIRST20,First ride discount,percentage,20,40.48,2025-03-20,2025-04-14
CPN0001847,RID0012059,WEEKEND15,Weekend ride offer,percentage,15,4.86,2024-02-03,2024-02-28
CPN0001848,RID0012075,WEEKEND15,Weekend ride offer,percentage,15,8.5,2024-12-20,2025-01-15
CPN0001849,RID0012081,LOYAL30,Loyalty reward,flat,30,28.54,2024-01-25,2024-02-18
CPN0001850,RID0012090,LOYAL30,Loyalty reward,flat,30,9.9,2026-02-13,2026-03-04
CPN0001851,RID0012093,WELCOME50,New user welcome offer,flat,50,33.06,2025-08-22,2025-09-16
CPN0001852,RID0012103,FIRST20,First ride discount,percentage,20,40.44,2024-02-21,2024-03-24
CPN0001853,RID0012104,LOYAL30,Loyalty reward,flat,30,30.0,2025-04-23,2025-05-16
CPN0001854,RID0012120,WELCOME50,New user welcome offer,flat,50,50.0,2025-08-05,2025-09-09
CPN0001855,RID0012132,WELCOME50,New user welcome offer,flat,50,30.78,2025-10-20,2025-11-12
CPN0001856,RID0012134,RAINY10,Monsoon special,percentage,10,2.62,2024-05-31,2024-06-21
CPN0001857,RID0012138,RAINY10,Monsoon special,percentage,10,2.82,2024-06-27,2024-07-16
CPN0001858,RID0012139,FEST100,Festive season offer,flat,100,45.06,2024-09-18,2024-10-17
CPN0001859,RID0012144,WEEKEND15,Weekend ride offer,percentage,15,21.49,2024-04-18,2024-05-07
CPN0001860,RID0012156,FIRST20,First ride discount,percentage,20,23.18,2024-01-21,2024-02-11
CPN0001861,RID0012157,WELCOME50,New user welcome offer,flat,50,17.43,2024-02-29,2024-04-01
CPN0001862,RID0012160,FIRST20,First ride discount,percentage,20,5.77,2024-08-10,2024-09-04
CPN0001863,RID0012162,WELCOME50,New user welcome offer,flat,50,29.38,2026-03-10,2026-04-05
CPN0001864,RID0012180,WELCOME50,New user welcome offer,flat,50,27.06,2024-09-08,2024-09-30
CPN0001865,RID0012185,LOYAL30,Loyalty reward,flat,30,26.52,2024-05-31,2024-07-06
CPN0001866,RID0012193,FEST100,Festive season offer,flat,100,14.64,2025-09-20,2025-10-03
CPN0001867,RID0012194,WELCOME50,New user welcome offer,flat,50,24.25,2025-02-24,2025-03-15
CPN0001868,RID0012199,WEEKEND15,Weekend ride offer,percentage,15,5.13,2025-01-21,2025-02-08
CPN0001869,RID0012206,WELCOME50,New user welcome offer,flat,50,50.0,2024-11-23,2024-12-10
CPN0001870,RID0012210,WELCOME50,New user welcome offer,flat,50,30.29,2026-01-11,2026-02-04
CPN0001871,RID0012211,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-20,2024-04-16
CPN0001872,RID0012226,WELCOME50,New user welcome offer,flat,50,31.91,2025-09-17,2025-10-01
CPN0001873,RID0012231,RAINY10,Monsoon special,percentage,10,6.32,2025-09-07,2025-10-10
CPN0001874,RID0012244,FEST100,Festive season offer,flat,100,46.23,2025-09-03,2025-09-27
CPN0001875,RID0012246,RAINY10,Monsoon special,percentage,10,5.43,2025-06-04,2025-06-26
CPN0001876,RID0012258,WEEKEND15,Weekend ride offer,percentage,15,14.14,2025-04-25,2025-06-03
CPN0001877,RID0012264,WELCOME50,New user welcome offer,flat,50,50.0,2024-12-23,2025-01-11
CPN0001878,RID0012266,FEST100,Festive season offer,flat,100,26.14,2026-06-27,2026-07-26
CPN0001879,RID0012268,WEEKEND15,Weekend ride offer,percentage,15,5.61,2025-10-24,2025-11-20
CPN0001880,RID0012273,RAINY10,Monsoon special,percentage,10,4.3,2026-06-30,2026-07-17
CPN0001881,RID0012285,LOYAL30,Loyalty reward,flat,30,26.76,2025-12-18,2026-01-09
CPN0001882,RID0012295,WEEKEND15,Weekend ride offer,percentage,15,26.15,2024-01-11,2024-02-11
CPN0001883,RID0012304,WEEKEND15,Weekend ride offer,percentage,15,12.48,2025-04-15,2025-05-16
CPN0001884,RID0012309,FIRST20,First ride discount,percentage,20,18.02,2026-07-07,2026-07-30
CPN0001885,RID0012310,WEEKEND15,Weekend ride offer,percentage,15,8.39,2024-12-02,2024-12-31
CPN0001886,RID0012322,LOYAL30,Loyalty reward,flat,30,30.0,2025-07-20,2025-08-18
CPN0001887,RID0012329,WEEKEND15,Weekend ride offer,percentage,15,9.43,2024-03-30,2024-04-21
CPN0001888,RID0012330,RAINY10,Monsoon special,percentage,10,9.95,2024-12-02,2025-01-07
CPN0001889,RID0012332,WEEKEND15,Weekend ride offer,percentage,15,16.2,2025-05-30,2025-06-27
CPN0001890,RID0012346,WELCOME50,New user welcome offer,flat,50,29.7,2024-02-27,2024-03-18
CPN0001891,RID0012393,FIRST20,First ride discount,percentage,20,16.74,2024-01-23,2024-02-14
CPN0001892,RID0012395,WEEKEND15,Weekend ride offer,percentage,15,10.08,2024-05-25,2024-07-03
CPN0001893,RID0012398,WELCOME50,New user welcome offer,flat,50,23.59,2025-05-18,2025-06-12
CPN0001894,RID0012419,LOYAL30,Loyalty reward,flat,30,26.94,2024-08-28,2024-09-18
CPN0001895,RID0012429,LOYAL30,Loyalty reward,flat,30,29.16,2024-06-10,2024-07-04
CPN0001896,RID0012434,FIRST20,First ride discount,percentage,20,12.1,2024-10-30,2024-11-13
CPN0001897,RID0012440,FIRST20,First ride discount,percentage,20,50.08,2024-02-09,2024-03-11
CPN0001898,RID0012448,FEST100,Festive season offer,flat,100,56.7,2025-07-15,2025-08-20
CPN0001899,RID0012452,RAINY10,Monsoon special,percentage,10,11.66,2024-04-29,2024-05-28
CPN0001900,RID0012463,RAINY10,Monsoon special,percentage,10,7.53,2024-12-21,2025-01-06
CPN0001901,RID0012470,LOYAL30,Loyalty reward,flat,30,30.0,2025-10-23,2025-11-25
CPN0001902,RID0012479,WELCOME50,New user welcome offer,flat,50,18.15,2025-09-12,2025-10-15
CPN0001903,RID0012483,FEST100,Festive season offer,flat,100,48.98,2025-10-17,2025-11-12
CPN0001904,RID0012486,WEEKEND15,Weekend ride offer,percentage,15,6.85,2024-01-06,2024-01-26
CPN0001905,RID0012505,RAINY10,Monsoon special,percentage,10,10.73,2025-03-06,2025-04-03
CPN0001906,RID0012514,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-26,2024-04-18
CPN0001907,RID0012517,FIRST20,First ride discount,percentage,20,10.21,2025-07-21,2025-08-16
CPN0001908,RID0012519,FEST100,Festive season offer,flat,100,30.98,2026-03-06,2026-03-30
CPN0001909,RID0012524,LOYAL30,Loyalty reward,flat,30,18.86,2025-10-11,2025-10-27
CPN0001910,RID0012533,WELCOME50,New user welcome offer,flat,50,50.0,2024-02-08,2024-02-22
CPN0001911,RID0012564,WELCOME50,New user welcome offer,flat,50,50.0,2024-04-09,2024-05-05
CPN0001912,RID0012565,FEST100,Festive season offer,flat,100,19.32,2024-01-14,2024-02-13
CPN0001913,RID0012572,FEST100,Festive season offer,flat,100,28.25,2025-02-24,2025-03-23
CPN0001914,RID0012575,WELCOME50,New user welcome offer,flat,50,36.3,2024-08-30,2024-09-18
